ID,BIRTHDATE,Age,DEATHDATE,SSN,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
6f261c36-a4e9-4db9-88e9-7352687b1f3d,3/29/1963,57,,999-13-6005,Margaretta466,Morissette863,S,white,nonhispanic,F,1048 Wiegand Avenue Suite 25,Plymouth,Massachusetts,Plymouth County,,41.89303342,-70.66515795,1183865.88,10901.88
a6a8c152-9a09-4c15-9c86-ff372cac6e1c,11/5/1954,65,,999-13-6006,Clifton91,Orn563,M,white,nonhispanic,M,773 Hayes Row Unit 70,Springfield,Massachusetts,Hampden County,1151,42.13521274,-72.5291504,911489.3,4727.19
c7da1dc2-bce9-47ff-bef9-5b2a83f6dd4a,1/15/1979,41,,999-13-6172,Reta616,Kreiger457,M,white,nonhispanic,F,201 Ebert Mission Apt 28,Norton,Massachusetts,Bristol County,,41.96151914,-71.17019067,904939.05,9275.14
d42ad891-5d7d-486a-aaa5-d7d7426d35fd,9/14/2009,11,,999-13-6270,Rosetta750,Carter549,,white,nonhispanic,F,717 Conroy Avenue Suite 36,Chicopee,Massachusetts,Hampden County,1013,42.19044927,-72.56563322,33026.36,3007.32
44386b66-cbca-4655-8ffa-010fbecf82d7,3/31/2008,12,,999-13-6294,Lavern240,Krajcik437,,white,nonhispanic,F,486 Hand Hollow,Northampton,Massachusetts,Hampshire County,1060,42.33657371,-72.62730597,37238.65,3265.64
99ea414b-70bc-4c81-a1ff-4b3ca7e60284,6/12/1918,102,1/23/19,999-13-6319,Ferdinand55,Krajcik437,M,white,nonhispanic,M,998 Kuhn Throughway Unit 43,Boston,Massachusetts,Suffolk County,2108,42.33273944,-71.0940438,1602150.49,26557.59
0fad5d27-5105-4ae7-a007-53d2fbdfbe3f,4/16/1913,107,4/23/92,999-13-6354,Eleanor470,Langworth352,M,white,nonhispanic,F,420 Morissette Plaza,Shrewsbury,Massachusetts,Worcester County,,42.31723464,-71.67763283,1778630.43,113386.55
5457f934-93ee-4edd-bd63-d4110803516d,4/15/2019,1,,999-13-6357,Geraldo282,Pollich983,,white,nonhispanic,M,996 Price Overpass,Worcester,Massachusetts,Worcester County,1603,42.28502633,-71.79411995,3876.51,913.28
d2dbfcd6-a7f8-401e-a500-86a04cbcb7d3,7/2/1995,25,,999-13-6393,Anton902,O'Kon634,,white,nonhispanic,M,687 Nolan Haven,Southwick,Massachusetts,Hampden County,,42.01934834,-72.76789808,631659.4,3883.04
395d5ac5-fe59-410a-b6a1-3d4617ac53e1,3/17/1966,54,,999-13-6408,Erma609,Kshlerin58,M,black,hispanic,F,257 Sawayn Glen Apt 26,Springfield,Massachusetts,Hampden County,1118,42.17900649,-72.54987868,1217807.36,6130.41
1aebb4f0-6538-4479-aad1-db3c52b2b6fd,12/11/1956,63,9/29/87,999-13-6429,Isaias604,Braun514,S,white,nonhispanic,M,143 Gutmann Mews Suite 11,Quincy,Massachusetts,Norfolk County,2169,42.33494207,-71.05722657,819969.95,2447.28
75e76fb8-98de-44f5-ba05-94526fbbe7ac,1/7/1978,42,,999-13-6445,Rudy520,Wintheiser220,M,white,nonhispanic,F,682 Tromp Boulevard,Worcester,Massachusetts,Worcester County,1606,42.21422616,-71.83221686,945969.42,7018.46
f90949e5-1d6a-4739-800d-b866f429374f,1/11/1952,68,,999-13-6583,Antione404,Renner328,M,white,nonhispanic,M,944 Zulauf Dale,Worcester,Massachusetts,Worcester County,1607,42.35567343,-71.79778012,1788603.09,26981.81
e0764559-4591-447a-9645-5530ab688dbc,10/10/1935,84,,999-13-6659,Ozella681,Senger904,M,white,nonhispanic,F,157 Jacobs Gardens Apt 44,Falmouth,Massachusetts,Barnstable County,,41.56672843,-70.66660299,1479167.58,11649.8
caf7d9e2-f5ba-45a0-b55f-701cf7e1b514,5/8/1989,31,,999-13-6697,Clifton91,Lesch175,M,white,nonhispanic,M,823 Farrell Course Unit 17,Cambridge,Massachusetts,Middlesex County,2472,42.34279198,-71.05093674,641795.9,3430.52
458e7dcb-11db-437c-846c-8d700efccb71,4/15/1994,26,,999-13-6716,Gena729,Cole117,,white,nonhispanic,F,251 Hilll Fork Unit 54,Reading,Massachusetts,Middlesex County,,42.46499642,-71.18440397,590531.22,4147.96
8e716494-f5c7-4a76-b5d1-ad3979af61c9,12/4/2011,8,,999-13-6771,Chester802,Kuhic920,,white,nonhispanic,M,464 Wolf Parade,Holyoke,Massachusetts,Hampden County,,42.16491293,-72.68155292,214817.9,2541.52
3d2c1077-06f0-4bdc-a870-114de32f9473,9/19/1974,46,,999-13-6801,Marcus77,Botsford977,S,white,nonhispanic,M,322 Feest Track,Salem,Massachusetts,Essex County,,42.48706922,-70.86828932,1211028.35,3018.92
40aae180-22b5-46b1-a9f5-32d061a0d75a,9/27/1983,36,,999-13-6812,Mitchell808,Bosco882,M,white,nonhispanic,F,686 Walker Route,Easton,Massachusetts,Bristol County,,42.00086342,-71.11065327,839702.26,11157.17
f69b84f9-1d10-400a-918d-33bd80a85429,1/30/1991,29,,999-13-6836,Lashonda618,Oberbrunner298,M,white,nonhispanic,F,1000 Daniel Drive,Boston,Massachusetts,Suffolk County,2127,42.32076588,-71.12228036,657801.23,6083.09
d63cb915-8772-4ec1-8208-577d7eb6755a,1/14/1954,66,,999-13-6891,Jere230,Russel238,S,white,nonhispanic,M,897 Graham Stravenue,Malden,Massachusetts,Middlesex County,,42.42568213,-71.07105214,32151.07,307.48
0aa3cce5-8ae7-4d16-b0ef-de1654c2a9cc,7/17/1986,34,,999-13-6958,Bobby524,Waelchi213,M,white,nonhispanic,M,466 Romaguera Gate Suite 70,Pittsfield,Massachusetts,Berkshire County,,42.47803055,-73.27029866,695626.07,2581.36
e5f8f2e6-f190-4c6a-a925-0f8f505d6bb1,2/8/1973,47,,999-13-6984,Dwayne786,Douglas31,M,white,nonhispanic,M,1006 Hayes Park Apt 56,Fitchburg,Massachusetts,Worcester County,1420,42.59620536,-71.78163889,1151440.52,6171.12
75b0fab4-f383-4a48-aa2e-18456546e2db,7/16/1925,95,2/1/14,999-13-7067,Ozella681,Toy286,M,white,nonhispanic,F,507 Reilly Spur,Adams,Massachusetts,Berkshire County,,42.63424189,-73.11655044,1584346.18,24410.27
669e924e-a47d-4004-970a-1e20d02425bc,9/19/2003,17,,999-13-7118,Nelia669,Goodwin327,,white,nonhispanic,F,485 Koepp Estate,Milton,Massachusetts,Norfolk County,,42.26570787,-71.04029142,423533.13,3173.12
623a76bd-5687-41ec-ad07-b9ccc67d971f,6/1/1974,46,,999-13-7170,Eliseo499,Huel628,S,white,nonhispanic,M,827 Blick Path Apt 66,Wilbraham,Massachusetts,Hampden County,,42.12192128,-72.40725494,1171488.46,6027
4607a669-4a97-4f0a-9661-856569905047,11/26/1993,26,,999-13-7217,Jeanne553,Langworth352,,white,nonhispanic,F,264 Stanton Trailer,Needham,Massachusetts,Norfolk County,2494,42.24064596,-71.22066832,620880.35,4470.44
9755663e-380c-4fa8-83d8-9ba030b534c2,12/10/1990,29,,999-13-7235,Terrance440,Hilpert278,M,white,hispanic,M,1029 Ebert Estate,Merrimac,Massachusetts,Essex County,,42.80092353,-71.03450941,752874.23,4565.48
16f68fdc-d927-4aec-976c-f117d2fa904d,1/20/1959,61,,999-13-7264,Ward668,Weber641,M,asian,nonhispanic,M,1002 Homenick Frontage road Suite 84,Framingham,Massachusetts,Middlesex County,,42.2943188,-71.40771509,1552089.17,5915.33
c7e3f7b9-5ab0-40c3-bc0c-637187840dc4,12/9/1976,43,,999-13-7298,Oralee226,Moen819,M,white,nonhispanic,F,360 Harber Tunnel Apt 79,Worcester,Massachusetts,Worcester County,1606,42.22057517,-71.77605188,299900.71,8085.12
87636311-f663-41a9-ae89-298f63d280ff,11/15/2012,7,,999-13-7469,Benito209,Villalpando154,,white,hispanic,M,325 Grady Throughway,Worcester,Massachusetts,Worcester County,1605,42.24313416,-71.82945275,20966.56,516.64
91d7a7ad-4f86-4fed-9919-0b92e9859d7a,7/23/1948,72,,999-13-7481,Miles206,Keeling57,S,white,nonhispanic,M,318 Harvey Drive,Framingham,Massachusetts,Middlesex County,1702,42.32032084,-71.4297145,1671308.27,14290.97
a8fe75d7-d8a1-4812-9a41-cbb619ed4a2d,11/18/1993,26,,999-13-7504,Terica746,Raynor401,,asian,nonhispanic,F,967 Wolf Parade Apt 34,Concord,Massachusetts,Middlesex County,,42.44995216,-71.34614231,10708.35,0
c72657c9-89d5-472f-b587-d0b29d0f632b,6/14/1940,80,12/28/13,999-13-7536,Marlin805,Littel644,M,white,nonhispanic,F,1094 Armstrong Station Unit 29,Acton,Massachusetts,Middlesex County,,42.44271285,-71.39650539,1596542.88,17240.92
17ae2e90-3c58-4773-943b-5ad60737c31b,1/17/1953,67,,999-13-7594,Larry532,Hilll811,M,white,nonhispanic,M,870 Kiehn Skyway Apt 54,Topsfield,Massachusetts,Essex County,1983,42.65194204,-70.97648742,1574396.55,6710.24
2b2042df-2f1e-496c-8af2-d051cc1b9ffe,6/8/1983,37,,999-13-7741,Ashely524,Stark857,M,white,nonhispanic,F,472 Zboncak Arcade Unit 29,Chelsea,Massachusetts,Suffolk County,,42.45751804,-71.00552137,704793.97,10072.08
26b70e05-3452-4890-a123-55223d4c66e8,3/15/1966,54,,999-13-7994,Juana825,Frami345,M,white,nonhispanic,F,1004 Considine Park,Leominster,Massachusetts,Worcester County,,42.54831531,-71.82790815,674941.6,8172.6
8fd4d273-8bfc-4616-a298-2cd0fd415a49,8/7/1991,29,,999-13-8195,Nia310,Lueilwitz711,S,white,nonhispanic,F,752 Roberts Forge Apt 66,Easton,Massachusetts,Bristol County,,41.99928107,-71.11967384,590844.93,7679.5
4df5a633-0d97-40bd-a971-e6726ee3adde,6/17/1940,80,,999-13-8335,Rosendo998,White193,M,white,nonhispanic,M,637 Veum Approach,Fall River,Massachusetts,Bristol County,2720,41.64678411,-71.04800881,1536480.07,8480.84
3ace4ae5-d953-48a0-8462-f7b513977b97,10/27/2018,1,,999-13-8342,Fredric73,Douglas31,,white,nonhispanic,M,370 Grant Park,Somerset,Massachusetts,Bristol County,,41.68093103,-71.16671748,34523.02,1249.92
cf6b1b41-cf5e-4c6f-9492-104b1e03b125,6/3/1955,65,6/3/09,999-13-8379,Vito638,Mraz590,S,white,nonhispanic,M,621 Tremblay Byway,Westport,Massachusetts,Bristol County,,41.55869782,-71.07493319,1366019.13,5228.68
1d953b1d-a18b-40fd-8e7a-3160b628eb02,6/20/1966,54,,999-13-8420,Shyla233,Homenick806,M,white,nonhispanic,F,179 Kihn Path,Waltham,Massachusetts,Middlesex County,2452,42.38588523,-71.21167364,176399,22981.4
5392a7c6-3314-4889-896b-507e8821fa1d,1/16/2011,9,,999-13-8461,Winnie378,Franecki195,,white,nonhispanic,F,697 McClure Rapid,Winchester,Massachusetts,Middlesex County,1890,42.43076891,-71.17340343,226784.65,2774
019078cb-6952-4ef4-a109-12795cd9d588,11/24/1936,83,7/30/08,999-13-8503,Dania217,Bode78,S,white,hispanic,F,768 Nolan Skyway,North Andover,Massachusetts,Essex County,,42.70877278,-71.07166139,1530832.9,11124.84
757abec3-48df-4774-a63d-65c58b923542,7/10/1941,79,,999-13-8504,Consuelo468,Bailey598,M,white,nonhispanic,F,554 Durgan Lock,Bellingham,Massachusetts,Norfolk County,,42.12528435,-71.43598879,1459929.61,17236.89
ea09affa-7726-4e15-b258-8a6a1c9b714d,4/23/1970,50,,999-13-8580,Jackson413,Abernathy524,M,white,nonhispanic,M,892 Wilkinson Esplanade Apt 72,Seekonk,Massachusetts,Bristol County,,41.86829403,-71.27383225,1026753.09,3853.72
942bda17-5b3d-44bd-8e2f-46631625c489,4/12/1997,23,,999-13-8931,Pandora807,Hessel84,,white,nonhispanic,F,100 Keeling Walk,Worcester,Massachusetts,Worcester County,1608,42.22452546,-71.72149033,538534.98,3853.01
efe0ad86-cdae-4998-837c-c157f739302f,1/20/1979,41,,999-13-8934,Geri861,Pouros728,M,white,hispanic,F,601 Daugherty Bay,Westford,Massachusetts,Middlesex County,,42.55801629,-71.46497872,797469.3,7854.35
d990971f-6e32-4f20-a975-bbd6ab0a6258,11/22/1987,32,,999-13-8935,Lore422,Conn188,M,white,nonhispanic,F,1087 Jast Loaf Apt 22,Foxborough,Massachusetts,Norfolk County,,42.10820803,-71.29508199,756710.04,3538.84
03d80121-5373-459b-8a56-e1c051b18047,6/17/1992,28,,999-13-9025,Mac103,Bayer639,S,black,nonhispanic,M,321 Dach Trail,Boston,Massachusetts,Suffolk County,2128,42.3419173,-71.07802596,640692.76,2689.76
d889315f-b577-418b-a6a2-80f55c0eea17,9/1/1968,52,,999-13-9122,Valrie435,MacGyver246,M,asian,nonhispanic,F,999 Mraz Tunnel Suite 46,Newton,Massachusetts,Middlesex County,2467,42.32176826,-71.1655959,1169867.49,16020.12
1faf2615-8241-42a0-bc26-305bfa5c9beb,5/16/1997,23,,999-13-9173,Robt687,Kerluke267,,white,nonhispanic,M,223 Schaden Tunnel Suite 41,Lynn,Massachusetts,Essex County,1905,42.51286075,-71.02163119,612319.14,2810.64
7a145e45-08f1-4942-95a3-3574f2dcfb69,5/27/1987,33,,999-13-9202,Anika194,Runolfsdottir785,M,white,nonhispanic,F,654 Gislason Promenade,Newton,Massachusetts,Middlesex County,2466,42.39510768,-71.23292053,688605.41,7704.3
50669cf5-c58b-44b0-b7f9-5c4d7c85a6a2,10/17/1981,38,,999-13-9233,Dave764,Swift555,M,asian,nonhispanic,M,346 Kohler Light Suite 99,Boston,Massachusetts,Suffolk County,2108,42.36323984,-71.0067737,977149.78,3343.04
76c01deb-a00a-4dd5-9bff-49231a3ea01a,8/3/1989,31,,999-13-9450,Jaimie425,Bednar518,S,white,nonhispanic,F,531 Miller Grove,Hatfield,Massachusetts,Hampshire County,1038,42.42762813,-72.64270282,587125.46,4605.32
49dbd0af-a0fc-4934-8ba3-1142bb2b94b1,5/14/1973,47,,999-13-9465,Val761,Lowe577,M,black,nonhispanic,F,517 Schaden Vale Suite 74,West Springfield,Massachusetts,Hampden County,,42.11146167,-72.66082528,1159863.99,6953.1
d4b977ce-8d36-4651-a593-4e403b78947f,5/24/1963,57,3/25/20,999-13-9544,Marian936,Haag279,M,white,nonhispanic,F,230 Murphy Camp Unit 83,Burlington,Massachusetts,Middlesex County,1803,42.46487562,-71.21547749,1184485.81,11729.75
db01d579-851d-4f64-92fa-02817e040e31,5/1/1964,56,,999-13-9693,Kendal125,O'Connell601,S,white,nonhispanic,F,729 Daugherty Center,Newton,Massachusetts,Middlesex County,2465,42.2915604,-71.16334648,1138494.34,10273.84
d5aaf745-430d-4c9c-85c0-d18798efc656,8/23/1952,68,,999-13-9867,Laurena366,Huels583,M,white,nonhispanic,F,1022 Ledner Landing,Swampscott,Massachusetts,Essex County,,42.46319165,-70.87901478,1558569.62,14371.59
b4c25ec7-1b48-4ec9-83d4-c928d2c2f023,1/22/1995,25,,999-13-9982,Marcelo725,Skiles927,,white,nonhispanic,M,527 Sanford Ville Suite 6,Everett,Massachusetts,Middlesex County,2149,42.45295566,-71.07431935,673683.64,2829.8
3a36f20e-f1b1-48bb-b092-e2cc0008fc6f,8/7/1974,46,,999-14-1162,Zula72,Kerluke267,M,white,nonhispanic,F,1004 Bailey Promenade Suite 6,Saugus,Massachusetts,Essex County,1906,42.45431333,-71.04964511,1105722.11,9074.95
23830d9b-1e3d-40ed-a25c-6d9a70daa8c1,2/1/2005,15,,999-14-1203,Pansy803,Kulas532,,white,nonhispanic,F,357 Cruickshank Loaf,Cambridge,Massachusetts,Middlesex County,,42.36687803,-71.1069833,373768.94,6111.16
23445fe9-ebe7-431d-8ca0-37735c6bb3a7,3/5/1990,30,,999-14-1211,Wilma646,Littel644,S,white,nonhispanic,F,798 Gottlieb Well,Uxbridge,Massachusetts,Worcester County,,42.08925445,-71.66981979,625166.75,8000.09
a7e05be2-913a-4205-8db0-697568cd4d05,3/17/1964,56,,999-14-1313,Jackie93,Gaylord332,S,white,nonhispanic,M,394 Konopelski Heights,Needham,Massachusetts,Norfolk County,2492,42.31410855,-71.256569,1301326.23,6600.2
19cade28-dcff-478a-9b64-3afaa53da3b8,12/28/1925,94,1/12/98,999-14-1339,Alfredo17,Beltrán716,M,white,hispanic,M,188 Brown Lock Apt 32,Salisbury,Massachusetts,Essex County,,42.83707307,-70.83810285,1596834.49,13941.9
1400c413-7334-4430-8bec-ed8db209529d,3/6/1915,105,6/15/91,999-14-1426,Robin66,Ward668,M,white,nonhispanic,M,552 Barrows Parade Apt 11,Tewksbury,Massachusetts,Middlesex County,,42.62894122,-71.21801849,1546443.52,346114.48
a104e50d-5848-44de-8e20-f8fd2ee52675,4/9/1962,58,,999-14-1463,Zenaida56,Turcotte120,M,black,nonhispanic,F,104 Hoeger Pathway,Boston,Massachusetts,Suffolk County,2163,42.36375746,-71.10231336,1492054.9,18735.81
5de4c904-fdc5-4def-bab3-39aa7f38fbb7,9/6/2011,9,,999-14-1527,Hai304,Boyer713,,white,nonhispanic,M,262 Mertz Mill,Boston,Massachusetts,Suffolk County,2136,42.41269402,-71.15738594,26680,2403.2
9dc13582-0d14-4dbb-a8c8-34e150364381,12/8/1960,59,,999-14-1633,Eula461,Kris249,M,white,nonhispanic,F,294 Carroll Approach,Lynn,Massachusetts,Essex County,1907,42.53343616,-70.99358106,1300479.89,9320.43
91f6c5a8-2b1d-408f-bf78-bd40164701d1,7/23/1968,52,,999-14-1644,Rufus33,Breitenberg711,M,white,nonhispanic,M,1051 Runolfsson Byway Apt 27,Northbridge,Massachusetts,Worcester County,,42.147228,-71.64652329,1202098.48,6019.44
9cf9e1c8-bdaf-4087-8e26-724beaa312f3,11/14/1948,71,,999-14-1658,Pandora807,Koepp521,M,white,nonhispanic,F,236 Jakubowski Club,Wilbraham,Massachusetts,Hampden County,1095,42.15104372,-72.47449532,260914.26,112352.69
81775b58-3c03-457e-a9bb-efd4cceed9a8,6/20/1944,76,,999-14-1665,Logan497,Heller342,S,white,nonhispanic,M,592 Vandervort Row Apt 37,Concord,Massachusetts,Middlesex County,,42.46373858,-71.39745404,1446095.62,7539.24
e1ea2826-d50a-4cf8-90ce-2a603d937409,7/9/1917,103,9/30/04,999-14-1716,Lula998,Langosh790,M,white,nonhispanic,F,927 Brakus Corner,Springfield,Massachusetts,Hampden County,1199,42.17003697,-72.61446468,1737085.08,15745.02
4a00682f-428e-4d3e-9f16-0d968a8a7fb9,11/24/1945,74,,999-14-1720,Jude172,Satterfield305,M,white,nonhispanic,F,352 Wisozk Trace,Saugus,Massachusetts,Essex County,,42.48268682,-71.01023996,1460156.28,14256.56
19b90af7-d89d-42fa-bb3e-158879ee22c5,1/10/1959,61,,999-14-1751,Londa304,Abernathy524,M,white,nonhispanic,F,955 Reinger Forge Unit 18,Fall River,Massachusetts,Bristol County,2747,41.67504194,-71.18538668,1341409.41,9852.4
e0506634-a222-46e0-9c0a-175d22077116,1/16/1946,74,3/10/20,999-14-1892,Cristian531,Gollum504,S,white,hispanic,M,203 Huel Branch,Boston,Massachusetts,Suffolk County,2111,42.40054953,-71.0225705,1443612.34,9993.58
3d1cb5cb-bfbb-4948-9813-e09cb5090dbc,1/4/1997,23,,999-14-2025,Devon268,Berge125,,white,nonhispanic,M,264 Renner Harbor,Boston,Massachusetts,Suffolk County,2118,42.30917281,-71.07465407,71972.78,4149.91
559f49d6-2f7d-4f53-a780-879e189c76dd,9/19/1916,104,3/18/20,999-14-2136,Marian936,Ruecker817,S,white,nonhispanic,F,593 Koch Arcade Apt 56,Leicester,Massachusetts,Worcester County,,42.20103495,-71.95677666,188449.55,38686.22
2d43a12a-5ca2-468c-9cd7-0e969e6210d3,6/9/1971,49,9/25/02,999-14-2198,Shizue554,Greenfelder433,M,white,nonhispanic,F,648 Schmidt Plaza,Plympton,Massachusetts,Plymouth County,,41.92704908,-70.78440367,721838.15,3076.32
e6ac20b1-6ed8-47f2-b26f-d02735735ca0,12/6/1979,40,,999-14-2211,Merlin721,Wisozk929,M,white,nonhispanic,M,204 Crist Mission,Wellesley,Massachusetts,Norfolk County,2482,42.34385928,-71.32888585,1023714.98,3412.2
cf309763-00fe-4a33-a854-9563316f8a3c,9/21/1977,43,,999-14-2337,Elsa29,Krajcik437,M,white,nonhispanic,F,812 Kuphal Arcade,Grafton,Massachusetts,Worcester County,,42.18449201,-71.68513474,1075355.55,7362.39
c98aea69-75db-4682-be1a-f555e81ad559,5/14/2009,11,,999-14-2350,Teodoro374,Arteaga169,,white,hispanic,M,175 Howe Vista,Boston,Massachusetts,Suffolk County,2467,42.39274596,-71.12979219,294240.48,2454.04
ab419c91-028b-4f55-a2c3-b90e0e1b0aff,2/4/2008,12,,999-14-2488,Hank686,Tremblay80,,white,nonhispanic,M,453 Dickinson Harbor Suite 6,Springfield,Massachusetts,Hampden County,1129,42.07556093,-72.53284497,299028.79,3418.12
54be3563-3a91-4977-b454-8e39d42c95b2,12/21/1980,39,,999-14-2635,Michelina932,Kertzmann286,S,white,nonhispanic,F,322 Cormier Boulevard,Stoneham,Massachusetts,Middlesex County,2180,42.44169512,-71.12282261,873453.09,7353.65
40396bdf-ef85-4eb6-8d62-9019d8a54286,1/16/1910,110,1/4/98,999-14-2646,Billy698,Parisian75,M,white,nonhispanic,M,735 Larson Ramp Suite 72,Franklin,Massachusetts,Norfolk County,,42.04625161,-71.39896585,1584392.64,45110.73
1b512909-576c-4880-a332-800f1e8cde72,9/4/1995,25,,999-14-2772,Arnoldo445,McDermott739,,white,nonhispanic,M,747 Lind Port Apt 26,Swampscott,Massachusetts,Essex County,,42.48118864,-70.93188463,511756.51,2864.72
5c2f3c6e-e5e9-40fc-beb9-6da3ed972190,6/23/1991,29,,999-14-2840,Ellsworth48,Will178,S,white,nonhispanic,M,1077 Ryan Mission,Reading,Massachusetts,Middlesex County,1801,42.46692183,-71.13957061,594852.22,2852.2
724e8941-8c68-4343-91a2-0360753945b1,2/22/1957,63,,999-14-2963,Sixta311,Schiller186,M,white,nonhispanic,F,736 McDermott Rapid,Lancaster,Massachusetts,Worcester County,,42.47686341,-71.62594029,1433394.03,13764.88
2a26c039-cad7-45aa-b738-ef7f395b39bf,3/10/2015,5,,999-14-3136,Traci329,Hudson301,,white,nonhispanic,F,701 Olson Viaduct Unit 60,Boston,Massachusetts,Suffolk County,2128,42.31251624,-71.00008157,126206.5,2000.72
a4aef194-8e1c-4937-bc31-b97eae67ead6,2/15/1967,53,,999-14-3159,Von197,Reilly981,M,white,nonhispanic,M,365 Roberts Port,Quincy,Massachusetts,Norfolk County,2170,42.21046146,-71.09448475,163737.69,5981.1
cf1ac99c-8e47-4cc8-808e-2e3c83bba0c1,5/6/2003,17,,999-14-3325,Owen89,Boyer713,,white,nonhispanic,M,204 Runte Ramp Unit 94,Whitman,Massachusetts,Plymouth County,,42.04664883,-70.93467912,355557.75,6165.16
f7354e02-3427-4335-9ad5-b940ad63ff50,7/16/1991,29,,999-14-3360,Elijah719,Zboncak558,M,white,hispanic,M,683 Dietrich Highlands Suite 27,Lawrence,Massachusetts,Essex County,1843,42.72574103,-71.13097488,89447.48,3799.68
33641644-2f50-48b3-b8eb-c3c589116ad8,10/13/1994,25,,999-14-3471,Eduardo902,Tijerina14,,white,hispanic,M,462 Hodkiewicz Run,Lawrence,Massachusetts,Essex County,,42.69602511,-71.17790425,5190.53,0
f54ff4b1-d9e6-4206-8110-99bfea3749e1,7/20/1923,97,7/21/95,999-14-3508,Reggie481,McGlynn426,M,white,nonhispanic,M,751 Bode Center Suite 77,Brookline,Massachusetts,Norfolk County,2467,42.29924304,-71.18074468,1437172.41,14504.72
ff0b741b-4d23-4340-bd8f-cbf412fdabce,10/17/1961,58,9/22/91,999-14-3595,Azalee124,Jaskolski867,M,white,nonhispanic,F,821 Runte Drive Apt 70,Bedford,Massachusetts,Middlesex County,1730,42.49200023,-71.29765876,712404.37,5910.62
92d179df-df21-4c57-9aab-e39788d81cc3,7/27/1951,69,2/21/04,999-14-3613,Delisa884,Schinner682,S,white,nonhispanic,F,226 Toy Terrace Apt 88,Weymouth,Massachusetts,Norfolk County,2189,42.20791316,-70.95654478,1290490.29,6836
be1f11f8-4d9b-4a86-bb9c-025016aca504,9/6/2003,17,,999-14-3618,Arla414,Bechtelar572,,white,nonhispanic,F,120 Weber Ville Apt 81,Boston,Massachusetts,Suffolk County,2467,42.3043552,-71.15246212,403377.26,3221.44
5f2b7ee8-bb23-45c2-a026-917246efffdc,3/25/1946,74,,999-14-3753,Dirk334,Breitenberg711,M,white,nonhispanic,M,982 Conroy Terrace Unit 88,Mendon,Massachusetts,Worcester County,,42.07791798,-71.5209147,1674611.8,9263.32
400c43ab-ee87-44fc-a467-da5e9a085a88,5/31/2004,16,,999-14-3770,Maudie129,Kuhlman484,,white,hispanic,F,954 Kunze Knoll,Weymouth,Massachusetts,Norfolk County,2191,42.12946586,-70.92678257,348965.88,3095.6
2e1d14cc-1577-49b7-9ccb-b92418985ed0,1/23/1966,54,,999-14-3778,Nathaniel596,Yundt842,M,white,nonhispanic,M,622 Mosciski Way Suite 34,Sandwich,Massachusetts,Barnstable County,2563,41.74522345,-70.45893847,1309775.52,4692.08
bcacf4ac-2093-4019-b036-719231fde533,2/9/1980,40,,999-14-3843,Stephani232,Haley279,M,white,nonhispanic,F,854 Stamm Parade,Boston,Massachusetts,Suffolk County,2132,42.31432046,-71.0418217,824555.22,8329.97
06090272-7b10-4d5e-bc31-cd16a221877c,6/3/1959,61,12/27/18,999-14-3870,Rodrigo242,McKenzie376,M,white,nonhispanic,M,119 Abernathy Road Apt 75,Canton,Massachusetts,Norfolk County,,42.22558555,-71.0761562,1511650.2,7221.04
139d2c6f-fa7d-4b31-a9a7-deb91d8376da,5/6/1998,22,,999-14-3931,Stefany238,Abbott774,,asian,nonhispanic,F,211 Robel Loaf,Framingham,Massachusetts,Middlesex County,,42.33077096,-71.43982118,479233,3066.4
3b82b5e8-84e0-4bde-9d94-f24abd09fa49,3/17/1947,73,6/15/01,999-14-4105,Leif534,Stamm704,M,white,nonhispanic,M,753 Spinka Mission,Hudson,Massachusetts,Middlesex County,1749,42.3481015,-71.57201034,1186844.16,21672.12
d187a18b-f0b4-4af0-aa7f-fbf20a1f3407,12/13/2004,15,,999-14-4115,Kent912,Waelchi213,,white,nonhispanic,M,747 Christiansen Junction,Natick,Massachusetts,Middlesex County,,42.25597655,-71.32419889,337708.8,3028.96
0999c63d-e155-4148-985f-3084f9216c23,5/25/1982,38,,999-14-4180,Jamika47,Koss676,M,white,nonhispanic,F,109 Leffler Dale,Stoneham,Massachusetts,Middlesex County,,42.44416383,-71.13103745,851882.58,4226.24
88514822-c4bf-4332-8b20-1ec0f3fd1059,3/1/1976,44,,999-14-4207,Teena223,Schaden604,M,white,nonhispanic,F,312 Hoeger Row Apt 36,Boston,Massachusetts,Suffolk County,2467,42.36107349,-71.12400607,141998.28,24227.8
bc00bc18-32f3-4928-a776-298b3554ff6d,6/3/1924,96,12/10/16,999-14-4228,Carlena776,MacGyver246,M,white,nonhispanic,F,636 Renner Mill,Acushnet,Massachusetts,Bristol County,,41.74274495,-70.88878497,1613670.07,22689.38
30fa1cfa-bf54-498f-9621-67f014a1c04c,12/14/1955,64,,999-14-4325,Meagan221,Hand679,M,white,nonhispanic,F,708 Swaniawski Rue,Orange,Massachusetts,Franklin County,,42.58106975,-72.25313569,205802.4,17491.44
36e03bde-5661-4c1a-bd4d-9a4f8f188882,2/6/1992,28,,999-14-4411,Jeniffer557,Monahan736,M,black,nonhispanic,F,886 Price Estate Apt 68,Winchester,Massachusetts,Middlesex County,1890,42.48087738,-71.13902711,636789.03,7331.05
